seller,seller return rate,seller rating,Number of units sold,Number of Units Returned,brand,product type,listing price
18981,0,0.72,3,0,staud,skirt,158
19645,0,0.92,1,0,milly,short coverup (swimwear),207
1333,0,0.54,3,0,verve culture,kitchen tabletop barware,49
11486,0,0.56,2,0,mac duggal,cocktail dress,419
17551,0,0.33,2,0,lacoste,lacoste polo (rtw),88
18949,0,0.5,3,0,felix gray,felix gray sunglasses,74
5407,0,0.44,1,0,andy & evan,2pc/3pc set (rtw),41
14852,0,0.62,1,0,saint laurent,ysl handbags,1505
16411,0,0.75,1,0,michael aram,dropship michael aram (decor),186
16922,0,0.98,1,0,michael aram,dropship michael aram (decor),186
3861,0,0.65,2,0,larroude,booties,291
6877,0,0.5,5,0,sferra,dropship bed & bath,189
7595,0,0.67,1,0,johnny was,bathing suit top,98
8250,0,0.99,1,0,magnetic me,pajamas,31
11407,0,0.71,1,0,likely,gown,265
12777,0,0.33,1,0,agua by agua bendita,bathing suit top,112
17498,0,0.57,1,0,agua by agua bendita,bathing suit top,112
2071,0,0.33,1,0,agua by agua bendita,bathing suit top,112
7810,0,0.64,4,0,agua by agua bendita,bathing suit top,112
11177,0,0.75,5,0,agua by agua bendita,bathing suit top,112
12066,0,0.98,13,0,trina turk,dresses,188
14227,0,0.34,3,0,puma,trousers,105
16443,0,0.72,1,0,moncler,outerwear,1362
16817,0,0.31,2,0,fendi,fashion leather (handbags),1995
16917,0,0.6,1,0,hudson jeans,shorts,109
18889,0,0.84,1,0,polo ralph lauren,girl 2pc/3pc set (rtw),39
19353,0,0.93,1,0,mac duggal,gown,559
2269,0,0.33,2,0,generation love,outerwear,200
3479,0,0.93,2,0,generation love,outerwear,200
3622,0,0.62,6,0,jonathan simkhai,dresses,312
17794,0,0.35,36,0,ramy brook,dresses,263
1837,0,0.63,1,0,rag & bone,knits,385
8260,0,0.3,4,0,giuseppe zanotti,giuseppe zanoti (belts),364
14043,0,0.76,1,0,farm rio,dresses,140
19790,0,0.73,3,0,en saison,dresses,104
219,0,0.99,1,0,en saison,dresses,104
3642,0,0.98,1,0,badgley mischka,evening blouse/top,294
5588,0,0.32,1,0,cinq a sept,jumpsuit,256
8609,0,0.48,4,0,valentino garavani,high heel sandals,279
8890,0,0.92,11,0,gucci,gucci (sunglasses),326
11232,0,1,1,0,veronica beard,blouse,174
12445,0,0.67,1,0,hudson jeans,sweaters,165
12446,0,0.99,1,0,palais des thes,gourmet,10
13985,0,0.86,2,0,palais des thes,gourmet,9
18649,0,0.73,1,0,palais des thes,gourmet,9
13517,0,0.43,1,0,palais des thes,gourmet,9
1938,0,0.7,4,0,et ochs,gown,1397
2246,0,0.95,4,0,7 for all mankind,crop,160
2247,0,0.88,2,0,ag jeans,skinny,200
5294,0,0.53,2,0,eileen fisher,pants,104
5443,0,0.41,2,0,suboo,long coverup (swimwear),195
5558,0,0.64,2,0,suboo,long coverup (swimwear),195
8986,0,0.53,4,0,staud,staud (handbags),193
9215,0,0.4,2,0,wolford,wolford hosiery,49
9548,0,1,1,0,melissa odabash,long coverup (swimwear),242
14592,0,0.74,4,0,moncler,outerwear,1033
18170,0,0.52,2,0,moncler grenoble,accessories,161
19300,0,0.39,1,0,bardot,cocktail dress,118
2774,0,0.59,1,0,mc2 saint barth,st barth handbags,104
679,0,0.83,1,0,loveshackfancy,modern sleepwear,158
4225,0,0.55,2,0,saint laurent,sneakers (footwear),417
5320,0,0.72,2,0,moussy vintage,straight,259
5321,0,0.37,1,0,rococo sand,dresses,239
5461,0,0.86,1,0,"caroline rose, plus size",pants,123
5758,0,0.73,1,0,yves saint laurent,ysl l'homme mens (fragrance),60
6691,0,0.36,1,0,a.l.c.,dresses,228
9667,0,0.65,1,0,sea,dresses,256
9937,0,0.81,1,0,nancy gonzalez,handheld (handbags),1365
11117,0,0.82,2,0,veronica beard,knit,160
12430,0,0.55,9,0,l'agence,knit,88
12620,0,0.63,7,0,victoria beckham,dresses,875
13993,0,0.59,1,0,frame,blouse,279
15459,0,0.77,1,0,zimmermann,dresses,595
15460,0,0.78,3,0,zimmermann,dresses,595
19099,0,0.61,2,0,zimmermann,dresses,595
8251,0,0.62,2,0,rumer,dresses,209
18523,0,0.72,1,0,ksubi,crop,133
3819,0,0.67,1,0,jimmy choo,wedges,417
17693,0,0.65,1,0,hudson jeans,flare,151
19032,0,0.74,3,0,aquazzura,high heel sandals,665
1044,0,0.39,7,0,gucci,slides,476
1858,0,0.59,1,0,polo ralph lauren,sweaters/cardigans,46
4317,0,0.59,1,0,staud,skirt,158
5823,0,0.77,1,0,gucci,booties,875
5826,0,0.95,2,0,camilla,pareo (rtw),160
7438,0,0.78,1,0,ray-ban,ray ban sunglasses,121
7705,0,0.69,5,0,generation love,jacket,256
9648,0,0.59,1,0,skin,skin (intimate apparel),207
10662,0,0.87,1,0,tom ford,pumps,903
10774,0,0.97,1,0,ferragamo,casual slipon leather sole,462
11311,0,0.73,2,0,splendid,legging,39
12096,0,0.89,1,0,skin,skin (intimate apparel),77
13307,0,0.64,1,0,skin,skin (intimate apparel),77
14017,0,0.32,1,0,ferragamo,casual slipon leather sole,441
15277,0,0.32,1,0,good american,flare,104
15412,0,0.55,4,0,the row,pants,483
17302,0,0.97,5,0,hudson jeans,shorts,137
17728,0,0.59,2,0,sabina musayev,dresses,277
17730,0,0.31,1,0,amoressa by miraclesuit,1 pc bathing suit,119
18468,0,0.8,7,0,significant other,evening skirt,174
19015,0,0.34,1,0,generation love,jacket,242
19415,0,0.96,4,0,l'agence,dresses,315
19794,0,0.64,1,0,misa los angeles,dresses,266
19959,0,0.47,2,0,misa los angeles,dresses,266
876,0,0.87,1,0,misa los angeles,dresses,266
7626,0,0.59,1,0,ugg,weather boots,112
8259,0,0.97,3,0,rag & bone,jacket,438
15245,0,0.46,1,0,robert graham,robert graham mens,209
19719,0,0.84,1,0,baobab,bathing suit top,70
2770,0,0.72,14,0,loewe,loewe cold weather accessories,483
3053,0,0.82,3,0,scotch & soda,jackets/vests,132
6676,0,0.56,18,0,amur,dresses,419
9703,0,0.4,1,0,melissa odabash,1 pc bathing suit,174
16148,0,0.9,28,0,sorel,girl shoes,56
9122,0,0.92,6,0,camilla,dresses,524
559,0,0.47,3,0,naadam,knits,123
12195,0,0.82,2,0,solid & striped,bathing suit bottom,52
865,0,0.91,1,0,trina turk,dresses,181
3507,0,0.37,1,0,maison labiche,knits,74
9111,0,0.97,1,0,gordon rush,drivers (footwear),158
9112,0,0.57,5,0,l'agence,jacket,364
9113,0,0.93,1,0,johnny was,tops,200
10206,0,0.74,4,0,lavish alice,cocktail dress,105
10621,0,0.85,1,0,brunello cucinelli,outerwear,1817
11210,0,0.41,18,0,the north face,jackets/vests,154
14794,0,0.42,1,0,the north face,jackets/vests,154
14823,0,0.52,2,0,the north face,the north face (outerwear),41
607,0,0.42,2,0,alice + olivia,dresses,462
1022,0,0.78,2,0,likely,cocktail dress,195
1529,0,0.76,2,0,manolo blahnik,booties,767
2868,0,0.49,2,0,alice + olivia,dresses,277
2869,0,0.74,4,0,agolde,straight,139
4195,0,0.79,2,0,balenciaga,balenciaga mp handbags wallets,315
5283,0,1,1,0,polo ralph lauren,polo shorts,77
10351,0,0.51,7,0,polo ralph lauren,polo shorts,77
10491,0,0.66,1,0,alexander mcqueen,sneakers,406
10698,0,0.78,1,0,alexander mcqueen,sneakers,406
13780,0,0.87,4,0,manolo blahnik,pumps,508
14359,0,0.46,1,0,sydney evan,rings,1309
15376,0,0.89,1,0,reformation,dresses,195
15784,0,0.92,1,0,reformation,dresses,174
16376,0,0.57,8,0,akris punto,jacket,697
17135,0,0.76,3,0,rivet utility,jumpsuit,277
17363,0,0.91,12,0,veronica beard,knit,245
17700,0,0.42,1,0,the great,dresses,228
19253,0,0.53,1,0,alexander mcqueen,booties,623
13147,0,0.87,2,0,tory burch,dresses,419
11054,0,0.54,12,0,sau lee,cocktail dress,315
109,0,0.6,7,0,zegna,sneakers (footwear),623
226,0,0.49,1,0,zegna,sneakers (footwear),525
283,0,0.4,14,0,ugg,outerwear,174
1536,0,0.86,4,0,ugg,outerwear,174
1715,0,0.56,1,0,voluspa,voluspa home fragrance,22
2097,0,0.42,6,0,voluspa,voluspa home fragrance,24
2528,0,1,1,0,halston,gown,277
5404,0,0.46,1,0,tenax,tenax hair care,8
6104,0,0.89,2,0,nic+zoe,jacket,125
6119,0,0.3,1,0,generation love,dresses,174
6389,0,0.5,1,0,classic prep,dress,63
6804,0,0.9,3,0,la prairie,la prairie,123
6994,0,0.61,1,0,akris punto,skirt,347
7344,0,0.35,2,0,halston,gown,557
7802,0,0.31,2,0,alexandre birman,flat sandals,277
8294,0,0.98,3,0,veronica beard,knit,277
8382,0,0.5,3,0,aidan mattox,gown,207
9262,0,0.81,1,0,cult gaia,dresses,531
11089,0,0.82,4,0,maje,maje rtw,137
11887,0,0.48,14,0,l'objet,dropship serveware,112
12795,0,0.93,3,0,moschino,dresses,858
13085,0,0.77,1,0,tory burch,flip flops,167
13249,0,0.47,1,0,le creuset,dropship kitchenware,101
13502,0,0.96,1,0,fendi,sneakers,557
13672,0,0.97,4,0,pouf,boy 2pc/3pc set (rtw),32
14358,0,0.9,1,0,bernardo,shoes,174
14462,0,0.89,1,0,books to bed,giftsets,39
14511,0,0.59,1,0,frame,knit,125
16507,0,0.36,1,0,trina turk,knit,160
16613,0,0.46,1,0,tory burch,1 pc bathing suit,181
16947,0,0.65,2,0,alice + olivia,dresses,245
17670,0,0.51,1,0,ulla johnson,dresses,399
17851,0,0.46,6,0,emporio armani,armani jacket,487
18013,0,0.72,1,0,emporio armani,armani jacket,487
18390,0,0.44,4,0,vince,skirt,347
18471,0,0.65,1,0,nili lotan,outerwear,1117
18812,0,0.48,2,0,nili lotan,outerwear,1117
19149,0,0.49,2,0,lacoste,lacoste polo (rtw),70
19662,0,0.76,1,0,habitual kids,girl dress,41
104,0,0.87,23,0,isabel marant,isabel marant sunglasses,168
4124,0,0.5,5,0,mia new york,girl tops,35
5326,0,0.52,1,0,golden goose,sneakers,210
6401,0,0.83,5,0,hyperice,hyperice massage products,69
6802,0,0.3,4,0,hyperice,hyperice massage products,69
6810,0,0.36,1,0,hyperice,hyperice massage products,69
7305,0,0.6,1,0,hyperice,hyperice massage products,69
7954,0,0.93,10,0,hyperice,hyperice massage products,69
11419,0,0.53,1,0,nest new york,nest saks brand (scentiments),56
11583,0,0.36,1,0,rotate birger christensen,dresses,301
11849,0,0.82,6,0,rotate birger christensen,dresses,301
12618,0,0.47,1,0,balenciaga,balenciaga mp handbags wallets,263
13462,0,0.48,4,0,amiri,amiri accessories,224
15826,0,0.79,1,0,manolo blahnik,flat sandals,487
15863,0,0.86,7,0,agolde,straight,125
16576,0,0.76,1,0,ramy brook,gown,487
16649,0,0.68,6,0,camilla,short coverup (swimwear),419
16772,0,0.93,5,0,celine,celine/thelios (sunglasses),308
17495,0,0.44,1,0,splendid,pants,125
17688,0,0.35,3,0,jen7,denim (rtw),69
18123,0,0.54,1,0,givenchy,sweatshirt,1019
18891,0,0.94,2,0,palm angels,short,284
18957,0,0.31,1,0,sam.,outerwear,277
19062,0,0.36,12,0,sam.,outerwear,277
19526,0,0.74,1,0,off-white,sneakers,284
19534,0,0.46,3,0,spanx,spanx activewear,77
4280,0,0.42,9,0,wacoal,basic underwire/foundations,43
5499,0,0.48,10,0,wacoal,basic underwire/foundations,43
761,0,0.84,6,0,king baby studio,king baby studio (jewelry),350
4200,0,0.62,219,0,ferragamo,sneakers (footwear),417
5689,0,0.98,1,0,bettina vermillon,high heel sandals,321
10863,0,0.66,6,0,theia,cocktail dress,487
16693,0,0.63,2,0,good american,jacket,118
19749,0,0.41,1,0,vineyard vines,girl bottoms,39
8554,0,0.84,127,0,avirex,outerwear,174
13,0,0.64,2,0,avirex,outerwear,174
515,0,0.91,2,0,akris,knit,973
3047,0,0.31,5,0,manolo blahnik,ballet flats,557
7929,0,1,1,0,zimmermann,dresses,1120
9492,0,0.36,1,0,prada,booties,648
14896,0,0.59,1,0,fabiana filippi,outerwear,2811
16119,0,1,2,0,akris punto,blouse,487
16227,0,0.95,10,0,chiara boni la petite robe,shorts,203
18651,0,0.85,3,0,akris punto,blouse,417
18803,0,0.62,2,0,rag & bone,knits,116
19815,0,0.47,1,0,altuzarra,blouse,557
520,0,0.78,1,0,kobi halperin,tops,244
2157,0,0.96,4,0,rag & bone,knit,109
4135,0,0.49,1,0,larroude,ballet flats,186
19592,0,0.55,11,0,shoshanna,cocktail dress,385
901,0,0.96,2,0,kate spade new york,flats/ballets,139
915,0,0.7,61,0,theory,knits,347
1510,0,0.98,1,0,mother,t-shirt,88
1927,0,0.84,1,0,mac duggal,gown,559
2236,0,0.31,3,0,galvin green,galvin green apparel,90
2508,0,0.51,2,0,ag jeans,skinny,139
2656,0,0.6,3,0,citizens of humanity,straight,160
4274,0,0.66,6,0,proenza schouler white label,skirt,207
5033,0,0.38,2,0,unttld,dresses,525
5040,0,0.35,1,0,balmain,booties,875
7213,0,0.99,7,0,a.l.c.,pants,263
9469,0,0.83,1,0,lna,tops,92
9735,0,0.79,1,0,cinq a sept,pants,228
9783,0,0.92,1,0,hevron,tops,174
10198,0,0.7,4,0,ganni,booties,312
10806,0,0.41,2,0,ganni,1 pc bathing suit,86
11815,0,0.43,6,0,bottega veneta,high heel sandals,770
13212,0,0.59,1,0,salvatore ferragamo,ferragamo (belts),403
13915,0,0.72,1,0,salvatore ferragamo,ferragamo (scarves),98
13956,0,0.33,3,0,valentino garavani,vltn mp sh flats,623
14269,0,0.74,1,0,honorine,dresses,245
14664,0,0.67,2,0,saint laurent,y s l sunglasses,189
14670,0,0.89,3,0,undra celeste,pants,263
14912,0,0.61,1,0,jw anderson,knit,515
15604,0,0.72,1,0,moon boot,boots (footwear),105
16312,0,0.48,9,0,moon boot,boots (footwear),130
17611,0,0.4,5,0,susana monaco,knits,83
17788,0,0.76,1,0,cinq a sept,evening/dresses,487
18207,0,0.65,1,0,coravin,kitchen tabletop barware,244
18619,0,0.87,2,0,sandro,sandro rtw,88
19215,0,0.72,1,0,wolford,wolford hosiery,23
19303,0,0.64,3,0,moncler,outerwear,697
19559,0,0.63,1,0,canali,trousers,298
1881,0,0.96,2,0,staud,flat sandals,186
13928,0,0.47,1,0,frame,dresses,440
6647,0,0.98,1,0,significant other,gown,186
7189,0,0.5,2,0,splendid,shorts,83
8943,0,0.38,8,0,splendid,shorts,83
13469,0,0.56,1,0,andrea iyamah,bathing suit bottom,77
14988,0,0.92,1,0,andrea iyamah,bathing suit bottom,77
17076,0,0.45,1,0,polo ralph lauren,polo sweaters,104
17432,0,0.94,1,0,loeffler randall,loeffler randall (handbags),137
18341,0,0.77,1,0,loeffler randall,loeffler randall (handbags),137
19530,0,0.84,3,0,christian louboutin,booties,767
3768,0,0.7,1,0,burberry,sneakers,434
4204,0,0.54,2,0,burberry,sneakers,434
19708,0,0.47,1,0,helmut lang,t-shirt,105
7252,0,0.91,1,0,mackage,outerwear,343
14667,0,0.31,2,0,chiara boni la petite robe,cocktail dress,557
19731,0,0.58,6,0,misook,skirt,139
9088,0,0.46,42,0,loeffler randall,loeffler randall hair accessor,28
13213,0,0.63,2,0,adriana orsini,earrings,109
903,0,0.81,2,0,milly,dresses,347
945,0,0.58,1,0,zegna,wovens,312
1090,0,0.69,1,0,sachin & babi,evening skirt,207
1535,0,0.45,1,0,maje,maje rtw,312
1675,0,0.58,3,0,milly,dresses,277
2634,0,0.63,1,0,johanna ortiz,swim,557
3046,0,0.53,3,0,bottega veneta,high heel sandals,308
3293,0,0.4,1,0,alexander mcqueen,knit,294
4146,0,0.55,19,0,brunello cucinelli,cucinelli  mp wac womens hats,1047
4318,0,0.5,1,0,georg jensen,dropship serveware,83
4564,0,0.84,1,0,georg jensen,dropship serveware,76
5454,0,0.39,2,0,polo ralph lauren,sneakers,28
5918,0,0.86,1,0,milly,dresses,277
6424,0,0.52,1,0,saint laurent,yves saint laurent belts,368
7467,0,0.81,8,0,saint laurent,yves saint laurent belts,368
7843,0,0.32,1,0,saint laurent,yves saint laurent belts,368
8183,0,0.35,1,0,theory,jumpsuit,277
8816,0,0.61,6,0,ferragamo,booties,627
9362,0,0.43,3,0,nude glass,dropship serveware,29
9375,0,0.87,1,0,nude glass,dropship serveware,29
9775,0,0.3,1,0,saint laurent,saint laurent (sunglasses),354
10207,0,0.54,11,0,saint laurent,saint laurent (sunglasses),354
10255,0,0.78,1,0,saint laurent,saint laurent (sunglasses),354
10754,0,0.58,3,0,ray-ban,ray ban sunglasses,127
10838,0,0.63,3,0,bottega veneta,fashion leather (handbags),2450
11264,0,0.53,2,0,celine,celine/thelios (sunglasses),308
11638,0,0.7,1,0,saint laurent,saint laurent (sunglasses),371
12685,0,0.57,1,0,celine,celine/thelios (sunglasses),308
13252,0,0.99,1,0,dior,dior thelios sunglasses,322
13621,0,0.44,1,0,celine,celine/thelios (sunglasses),315
14381,0,0.77,1,0,fendi,fendi thelios sunglasses,350
14775,0,0.47,2,0,tiziana terenzi,sea stars fragrance,399
15017,0,0.44,3,0,black halo,cocktail dress,242
16073,0,0.69,1,0,stokke,high chairs,63
16074,0,0.89,18,0,frame,t-shirt,69
16184,0,0.57,4,0,alexander wang,shorts,347
17379,0,0.41,17,0,boss,clothing,97
17639,0,0.55,4,0,trina turk,cocktail dress,160
18076,0,0.47,1,0,erdem,dresses,641
19568,0,0.9,1,0,erdem,dresses,641
19882,0,0.62,2,0,to boot new york,casual lace leather sole,166
19136,0,0.53,3,0,amina muaddi,amina muaddi handbags,613
19543,0,0.79,1,0,frame,t-shirt,55
1312,0,0.62,2,0,frame,crop,129
2741,0,0.67,1,0,frame,crop,195
2937,0,0.39,1,0,rotate birger christensen,dresses,371
3621,0,0.83,6,0,jonathan simkhai,dresses,487
4042,0,0.45,1,0,jonathan simkhai,dresses,487
5318,0,1,1,0,fao schwarz,games/activity kits/puzzles,55
5479,0,0.72,3,0,dolce&gabbana,legging,697
7410,0,0.73,8,0,balenciaga,sneakers,455
9432,0,0.44,23,0,alice + olivia,knits,308
9554,0,0.52,1,0,alice + olivia,knit,186
10396,0,0.32,2,0,magali pascal,dresses,347
10432,0,0.69,8,0,jimmy choo,wedges,385
10447,0,0.87,1,0,theory,blouse,228
13053,0,0.59,2,0,missoni,knit,595
14138,0,0.37,6,0,with love joan,dress,48
14975,0,0.88,1,0,aquazzura,high heel sandals,508
15543,0,0.67,1,0,mini melissa,dress shoes,53
17272,0,0.71,1,0,alexander mcqueen,sneakers,406
17706,0,0.78,2,0,polo ralph lauren,t shirts,49
13181,0,0.59,1,0,hudson jeans,straight,137
2351,0,0.54,8,0,rag & bone,boyfriend (rtw),139
3326,0,0.43,2,0,mac duggal,gown,209
3327,0,0.8,1,0,mac duggal,gown,209
8600,0,0.98,1,0,mac duggal,gown,209
9297,0,0.77,1,0,joe's jeans,straight,174
10412,0,0.45,13,0,billionaire boys club,bbc hats,42
14669,0,0.78,4,0,akris punto,pants,417
17116,0,0.89,1,0,akris punto,dresses,973
19380,0,0.38,1,0,misa los angeles,dresses,259
19834,0,0.45,1,0,misa los angeles,dresses,259
19915,0,0.45,8,0,misa los angeles,dresses,259
11623,0,0.99,5,0,misa los angeles,dresses,259
12735,0,0.76,81,0,alexis,dresses,418
3900,0,0.55,1,0,new balance,sneakers (footwear),136
3901,0,0.95,1,0,cinq a sept,jacket,277
13789,0,0.5,2,0,loeffler randall,flat sandals,175
13791,0,0.86,8,0,rag & bone,dresses,277
15213,0,0.9,1,0,posh peanut,girl coverall/footie,27
15641,0,0.76,1,0,bobbi brown,bobbibrownlips,27
15642,0,0.5,1,0,dl1961 premium denim,bottoms,27
16044,0,0.41,2,0,salvatore ferragamo,woven,413
16045,0,0.58,8,0,burberry,tops,133
17161,0,0.39,24,0,agent provocateur,agent provocateur intimate app,109
18259,0,0.78,1,0,ferragamo,ferragamo (belts),347
19584,0,0.92,2,0,submarine,swimwear,62
4891,0,0.94,1,0,peek,dress,34
14846,0,0.62,1,0,stella mccartney kids,2pc/3pc set (rtw),178
1634,0,0.44,2,0,generation love,jacket,277
5279,0,0.8,1,0,polo ralph lauren,rl purple label soft accessory,49
6977,0,0.73,2,0,balmain,knit,487
9496,0,0.47,1,0,generation love,pants,174
13266,0,0.96,2,0,generation love,pants,174
15311,0,0.49,12,0,kate spade new york,sneakers,90
15931,0,0.91,2,0,frame,straight,160
18117,0,0.69,3,0,frame,crop,153
936,0,0.99,18,0,likely,cocktail dress,174
937,0,0.73,1,0,balenciaga,knit,347
13479,0,0.72,1,0,moussy vintage,straight,245
18211,0,0.85,4,0,naked wolfe,shoes,175
79,0,1,1,0,a.l.c.,tops,207
585,0,0.73,6,0,cole haan,slides,84
595,0,0.64,4,0,peek,2pc/3pc set (rtw),34
1028,0,0.92,1,0,fair harbor,fair habor swimwear,50
1334,0,0.82,1,0,emilia george,pants,245
2413,0,0.73,4,0,l'agence,jacket,270
2618,0,0.55,20,0,theory,pants,242
2691,0,0.92,2,0,skims,thong,13
2807,0,0.74,6,0,loveshackfancy,dresses,368
3058,0,0.68,1,0,ulla johnson,dresses,767
3134,0,0.57,1,0,dress the population,cocktail dress,188
3258,0,0.45,4,0,a.w.a.k.e. mode,tops,77
3360,0,0.44,3,0,carolina herrera,cocktail,2443
3958,0,0.31,4,0,rag & bone,straight,193
4328,0,0.8,1,0,dr. martens,girl shoes,42
4755,0,0.78,7,0,etro,jumpsuit,336
5311,0,0.93,1,0,alemais,dresses,312
5434,0,0.53,1,0,sam edelman,slides,84
5436,0,0.5,2,0,chloe,high heel sandals,525
5596,0,1,1,0,cult gaia,cult gaia (handbags),251
6260,0,0.67,4,0,cult gaia,cult gaia (handbags),251
6312,0,1,4,0,polo ralph lauren,t shirts,63
6689,0,0.77,2,0,tadashi shoji,gown,384
6783,0,0.41,2,0,aesop,moisturizer (cosmetics),35
7009,0,0.39,1,0,aesop,moisturizer (cosmetics),37
7094,0,0.78,1,0,aesop,moisturizer (cosmetics),35
7365,0,0.89,3,0,chantecaille,foundation (cosmetics),56
7625,0,0.81,1,0,vetements,knit,408
7682,0,0.8,2,0,remain birger christensen,dresses,154
7719,0,0.78,8,0,bardot junior,dress,63
7738,0,0.58,1,0,saint laurent,ysl handbags,1393
9243,0,0.37,1,0,saint laurent,ysl handbags,1533
9263,0,0.56,3,0,saint laurent,high heel sandals,648
9264,0,0.81,4,0,saint laurent,high heel sandals,683
9271,0,0.76,1,0,johanna ortiz,dresses,1015
9301,0,0.77,4,0,jonathan simkhai,knit,312
9331,0,0.39,2,0,rails,knits,174
9851,0,0.44,9,0,moschino,dresses,550
9955,0,0.8,6,0,kiton,sport trousers,837
10029,0,0.49,1,0,saks fifth avenue,fashion sweater,174
10890,0,0.35,1,0,proenza schouler,mules,487
10928,0,0.5,1,0,shoshanna,short coverup (swimwear),209
10954,0,0.54,1,0,reiss,knit,158
10976,0,0.37,6,0,reiss,knit,158
11237,0,0.67,2,0,bottega veneta,fashion leather (handbags),2065
11536,0,0.41,2,0,greyson,tops,69
11674,0,0.87,1,0,greyson,tops,69
12246,0,0.91,7,0,alexander mcqueen,alexander mcqueen scarves,735
12277,0,0.64,8,0,lilly pulitzer,dresses,83
12377,0,0.6,1,0,stuart weitzman,flat sandals,245
12859,0,0.94,1,0,helmut lang,dresses,189
14266,0,0.89,1,0,misa los angeles,dresses,277
14610,0,0.62,2,0,misa los angeles,dresses,277
15184,0,0.83,1,0,misa los angeles,dresses,277
15394,0,0.74,3,0,alexis,dresses,438
15737,0,0.46,1,0,camilla,tops,265
15894,0,0.95,1,0,bardot,cocktail dress,139
16416,0,0.87,1,0,bardot,cocktail dress,139
16914,0,0.42,2,0,remain birger christensen,dresses,172
17046,0,0.79,1,0,lavish alice,cocktail dress,126
17084,0,0.31,3,0,trina turk,cocktail dress,160
17158,0,0.61,2,0,haight.,1 pc bathing suit,174
17211,0,0.84,1,0,cinq a sept,dresses,417
17322,0,0.93,1,0,milly,dresses,277
17659,0,0.35,4,0,rag & bone,jacket,1607
17922,0,0.67,2,0,gucci,slides,483
18248,0,0.66,1,0,gucci,slides,483
18540,0,0.83,4,0,gucci,slides,483
2069,0,0.58,5,0,barbour,barbour (sportswear),46
5162,0,0.58,2,0,sachin & babi,gown,595
9189,0,0.73,1,0,mac duggal,gown,279
14698,0,0.94,1,0,andy & evan,romper/coverall/overall,34
33,0,0.94,1,0,lilly pulitzer kids,sweaters/cardigans,42
3510,0,0.77,1,0,zimmermann kids,girl swimwear,51
10094,0,0.37,4,0,anne de solene,dropship bed & bath,63
